IEEE Advances in Digital Libraries, 2
IEEE Applied Imagery Pattern Recognition Workshop: Imaging for Decision Making, 2
IEEE Canada International Humanitarian Technology Conference, 2
IEEE Canadian Conference on Electrical and Computer Engineering CCECE, 2
IEEE Computer Security Foundations Symposium, 2
IEEE Conference on Advanced Video and Signal Based Surveillance, 2
IEEE Conference on Computational Intelligence for Financial Engineering & Economics, 2
IEEE Conference on Network Function Virtualization and Software Defined Networks, 2
IEEE Conference on Network Softwarization, 2
IEEE Control Systems Letters, 2
IEEE Cybersecurity Development, 2
IEEE Eighth International Conference on Software Security and Reliability, 2
IEEE European Symposium on Security and Privacy, 2
IEEE Games Entertainment Media Conference, 2
IEEE International Conference on Advanced Infocomm Technology, 2
IEEE International Conference on Big Knowledge, 2
IEEE International Conference on Biometrics Theory, 2
IEEE International Conference on Commerce and Enterprise Computing, 2
IEEE International Conference on Computer Design: VLSI in Computers & Processors, 2
IEEE International Conference on Computer-Aided Design, 2
IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems, 2
IEEE International Conference on Models and Technologies for Intelligent Transportation Systems, 2
IEEE International Conference on Robotics, 2
IEEE International Conference on Signal Image Technology and Internet Based Systems, 2
IEEE International Conference on Smart Cloud, 2
IEEE International Conference on Software, 2
IEEE International Conference on eScience, 2
IEEE International High Level Design Validation and Test Workshop, 2
IEEE International New Circuits and Systems Conference, 2
IEEE International On-Line Testing Symposium, 2
IEEE International Performance, 2
IEEE International Symposium on Applied Computational Intelligence and Informatics, 2
IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems, 2
IEEE International Symposium on Electronic Design, 2
IEEE International Symposium on Haptic, 2
IEEE International Symposium on Hardware-Oriented Security and Trust, 2
IEEE International Symposium on Medical Measurements and Applications, 2
IEEE International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing Workshops, 2
IEEE International Symposium on Service Oriented System Engineering, 2
IEEE International Symposium on Service-Oriented System Engineering, 2
IEEE International Symposium on Technology and Society, 2
IEEE International Symposium on Theoretical Aspects of Software Engineering, 2
IEEE International Workshop on Computational Advances in Multi-Sensor Adaptive Processing, 2
IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, 2
IEEE International Workshop on Electronic Design, 2
IEEE International Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, 2
IEEE International Workshop on Higher-Level Knowledge in 3D Modeling and Motion Analysis, 2
IEEE International Workshop on Intelligent Robots and Systems, 2
IEEE International Workshop on Multidimensional, 2
IEEE International Workshop on Quality of Service, 2
IEEE International Workshop on Robot and Human Interactive Communication, 2
IEEE International Workshop on Tools for Artificial Intelligence: Architectures, 2
IEEE International Workshop on the Maintenance and Evolution of Service-Oriented and Cloud-Based Systems, 2
IEEE Intl Conference on Computational Science and Engineering, 2
IEEE Non-Volatile Memory Systems and Applications Symposium, 2
IEEE PES International Conference and Exhibition on "Innovative Smart Grid Technologies", 2
IEEE Statistical Signal Processing Workshop, 2
IEEE Symposium on Adaptive Dynamic Programming And Reinforcement Learning, 2
IEEE Symposium on Adaptive Dynamic Programming and Reinforcement Learning, 2
IEEE Symposium on Computational Intelligence Applications in Smart Grid, 2
IEEE Symposium on Computational Intelligence in Multicriteria Decision Making, 2
IEEE Symposium on Computer Arithmetic, 2
IEEE Symposium on High-Performance Computer Architecture, 2
IEEE Symposium on Human Centric Computing Languages and Environments, 2
IEEE Symposium on Security and Privacy Workshops, 2
IEEE Symposium on Swarm Intelligence, 2
IEEE Trans. Intelligent Vehicles, 2
IEEE Trans. Network Science and Engineering, 2
IEEE VR Workshop: Sonic Interaction in Virtual Environments, 2
IEEE Visual Communications and Image Processing Conference, 2
IEEE Winter Conference on Applications of Computer Vision Workshops, 2
IEEE Working Conference of Mining Software Repositories, 2
IEEE Workshop on Memetic Computing, 2
IEEE Workshop on Mobile Computing Systems and Applications, 2
IEEE Workshop on Signal Processing Advances in Wireless Communications, 2
IEEE international Symposium on Broadband Multimedia Systems and Broadcasting, 2
IEEE-EURASIP Workshop on Nonlinear Signal and Image Processing, 2
IEEE/ACM International Conference on Computer-aided Design, 2
IEEE/ACM International Conference on Software Engineering: Software Engineering Education and Training Track, 2
IEEE/ACM International Workshop on Big Data Software Engineering, 2
IEEE/RSJ International Conference on Intelligent Robot and Systems. Innovative Robotics for Real-World Applications. IROS, 2
IEEE/WIC International Conference on Intelligent Agent Technology, 2
IEEE/WIC/ACM International Joint Conferences on Web Intelligence, 2
IFAC Symposium on Robot Control, 2
IFAC Workshop on Time Delay Systems, 2
IFIP TC2/TC8/WG 2.6/WG 8.1 Working Conference on the Role of Artificial Intelligence in Databases and Information Systems, 2
IFIP WG 2.6 Database Semantics Conference on Interoperable Database Systems, 2
IFIP/IEEE International Conference on Very Large Scale Integration, 2
IIAI International Conference on Advanced Applied Informatics, 2
IJAOM, 2
IJBDI, 2
IJBIDM, 2
IJBIS, 2
IJCAC, 2
IJCSA, 2
IJDMMM, 2
IJDST, 2
IJEGR, 2
IJEIS, 2
IJGHPC, 2
IJIDS, 2
IJIMR, 2
IJIRR, 2
IJKM, 2
IJKSS, 2
IJMOR, 2
IJNDC, 2
IJOCI, 2
IJSCCPS, 2
IJSKD, 2
IJSSOE, 2
IJWP, 2
IJeC, 2
IKDD Conference on Data Sciences, 2
INLG -  Fifth International Natural Language Generation Conference, 2
INNS Conference on Big Data, 2
IP Operations and Management, 2
IPSJ Trans. System LSI Design Methodology, 2
IS Management, 2
ISCA International Conference on Intelligent and Adaptive Systems and Software Engineering, 2
ISR/ROBOTIK, 2
ISWC Workshop on The Semantic Desktop, 2
ISWCS, 2
IT for Development, 2
IT-Standards in der Agrar- und Ernährungswirtschaft, 2
ITRE - International Conference on Information Technology: Research and Education, 2
ITiCSE Working Group Reports, 2
ITiCSE working group reports conference on Innovation and technology in computer science education-working group reports, 2
Ibero-American Symposium in Computer Graphics, 2
Independent Component Analysis and Blind Signal Separation, 2
Inductive Logic Programming: International Conference, 2
Industrial Embedded Systems, 2
Inf. Manag. Comput. Security, 2
Inf. Services and Use, 2
Informatik bewegt: Informatik, 2
Informatiktage, 2
Information Economics and Policy, 2
Information Fusion and Geographic Information Systems, 2
Information Management and Big Data, 2
Information Modelling and Knowledge Bases XII:  European-Japanese Conference on Information Modelling and Knowledge Bases, 2
Information Polity, 2
Information Retrieval Meets Information Visualization, 2
Information Search, 2
Information Security Curriculum Development Conference, 2
Information Security for Global Information Infrastructures, 2
Information Systems, 2
Information Systems Development, 2
Information Technologies in Environmental Engineering, 2
Information and Software Technologies, 2
Information und Mobilität, 2
Informationskompetenz, 2
InformingSciJ, 2
Innovations and Advances in Computer Sciences and Engineering, 2
Innovations in Applied Artificial Intelligence, 2
Int. Conf. and Workshop on Database and Expert Systems Applications, 2
Int. Conf. on Entity-Relationship Approach, 2
Int. J. Comp. Sci. Sport, 2
Int. J. Game Theory, 2
Int. J. Hybrid Intell. Syst., 2
Int. J. Reconfig. Comp., 2
Int. J. Satellite Communications Networking, 2
Int. Working Conf. on Scientific and Statistical Database Management, 2
Integrated Uncertainty in Knowledge Modelling and Decision Making, 2
Integrating and Connecting Care, 2
Intelligent Computing Theories, 2
Intelligent Computing Theory, 2
Intelligent Data Analysis and Applications, 2
Intelligent Distributed Computing, 2
Intelligent Search on XML Data, 2
Intelligent Service Robotics, 2
Interactive Decision Theory and Game Theory, 2
Interactive Distributed Multimedia Systems and Telecommunication Services, 2
Interactive Systems, 2
Interactive Technologies and Sociotechnical Systems, 2
Interdisciplinary Workshop on the Synthesis and Simulation of Living Systems, 2
Interfaces in Industrial Systems for Production Engineering, 2
International ACM SIGSPATIAL Workshop on Smart Cities and Urban Analytics, 2
International ACM Workshop on Crowdsourcing for Multimedia, 2
International ACM Workshop on Managing and Mining Enriched Geo-Spatial Data, 2
International Academic MindTrek Conference: Envisioning Future Media Environments, 2
International Carnahan Conference on Security Technology, 2
International Conference On Cyber Situational Awareness, 2
International Conference of the German Society for Computational Linguistics and Language Technology, 2
International Conference on Advanced Language Processing and Web Information Technology, 2
International Conference on Application of Concurrency to System Design, 2
International Conference on Auditory-Visual Speech Processing, 2
International Conference on Automated Deduction, 2
International Conference on Bioinformatics, 2
International Conference on Broadband Networks, 2
International Conference on Communication Systems & Networks, 2
International Conference on Computational Semantics, 2
International Conference on Computer Vision / Computer Graphics Collaboration Techniques and Applications, 2
International Conference on Computerized Healthcare, 2
International Conference on Computers and Their Applications, 2
International Conference on Computers for People with Special Needs, 2
International Conference on Concurrency Theory, 2
International Conference on Distributed Frameworks for Multimedia Applications, 2
International Conference on Education Technology and Computer, 2
International Conference on Education Technology and Computers, 2
International Conference on Embedded Wireless Systems and Networks, 2
International Conference on Enterprise Information Systems, 2
International Conference on Environmental Informatics for Environmental Protection, 2
International Conference on Evaluation and Assessment in Software Engineering, 2
International Conference on Field programmable Logic and Applications, 2
International Conference on Formal Methods in Computer-Aided Design, 2
International Conference on Gameful Design, 2
International Conference on Health Informatics, 2
International Conference on Human-Computer Interaction, 2
International Conference on Human-Computer Interaction in Aerospace, 2
International Conference on Human-Robot Interaction, 2
International Conference on Information Interaction in Context, 2
International Conference on Information Resources Management, 2
International Conference on Information Science, 2
International Conference on Innovative Internet Community Services, 2
International Conference on Intelligent Human Computer Interaction, 2
International Conference on Intelligent Technologies for Interactive Entertainment, 2
International Conference on Interaction Sciences: Information Technology, 2
International Conference on Internet of Things and Machine Learning, 2
International Conference on Knowledge and Systems Engineering, 2
International Conference on Knowledge-Based Intelligent Information Engineering Systems, 2
International Conference on Learning Analytics & Knowledge, 2
International Conference on Machine Learning and Applications and Workshops, 2
International Conference on Machine Learning; Models, 2
International Conference on Machine Vision, 2
International Conference on Medical Information Visualisation, 2
International Conference on Methods and Techniques in Behavioral Research, 2
International Conference on Mobile Ad-Hoc and Sensor Networks, 2
International Conference on Models and Technologies for Intelligent Transportation Systems, 2
International Conference on Multimedia Systems, 2
International Conference on Music Information Retrieval, 2
International Conference on Networking and Computing, 2
International Conference on Networking and Services, 2
International Conference on Optical Networking Design and Modeling, 2
International Conference on PErvasive Technologies Related to Assistive Environments, 2
International Conference on Practical Applications of Computational Biology & Bioinformatics, 2
International Conference on ReConFigurable Computing and FPGAs, 2
International Conference on Rehabilitation Robotics, 2
International Conference on Secure Software Integration and Reliability Improvement, 2
International Conference on Security of Information and Networks, 2
International Conference on Signal Acquisition and Processing, 2
International Conference on Signal Processing Systems, 2
International Conference on Simulation Tools and Techniques, 2
International Conference on Software Engineering and Data Engineering, 2
International Conference on Software Engineering: New Ideas and Emerging Results, 2
International Conference on Software Testing, 2
International Conference on Software and Systems Process, 2
International Conference on Spatial Information Theory, 2
International Conference on System of Systems Engineering, 2
International Conference on VLSI Design and International Conference on Embedded Systems, 2
International Conference on Web Information Systems Engineering Workshops, 2
International Conference on Web Information Systems and Technologies, 2
International Conference on Wireless Communications and Mobile Computing: Connecting the World Wirelessly, 2
International Conference on Wireless Technologies for Humanitarian Relief, 2
International Conference on Wireless and Mobile Communications, 2
International Conference on the Design of Cooperative Systems, 2
International Conference on the Internet of Things, 2
International Congress on Ultra Modern Telecommunications and Control Systems, 2
International Convention on Information and Communication Technology, 2
International Cross-Disciplinary Workshop on Web Accessibility, 2
International Enterprise Distributed Object Computing Conference, 2
International Florida Artificial Intelligence Research Society Conference, 2
International Green and Sustainable Computing Conference, 2
International ICST Conference on Ambient Media and Systems, 2
International ICST Conference on Body Area Networks, 2
International ICST Conference on Broadband Communications, 2
International ICST Conference on Collaborative Computing: Networking, 2
International ICST Conference on Heterogeneous Networking for Quality, 2
International ICST Conference on Immersive Telecommunications & Workshops, 2
International ICST Conference on Networks for Grid Applications, 2
International ICST Conference on Quality of Service in Heterogeneous Wired/Wireless Networks, 2
International IEEE Conference on Signal-Image Technologies and Internet-Based System, 2
International IEEE Symposium on High-Assurance Systems Engineering, 2
International Joint Conference on Artificial Intelligence. Sydney, 2
International Joint Conference on Knowledge Discovery, 2
International Joint Conference on e-Business and Telecommunications, 2
International Logic Programming Conference, 2
International Multiconference on Computer Science and Information Technology, 2
International Multisymposiums on Computer and Computational Sciences, 2
International Natural Language Generation Conference, 2
International Perspectives in Health Informatics, 2
International Petascale Data Storage Workshop, 2
International Software Product Line Conference, 2
International Symposium on Code Generation and Optimization, 2
International Symposium on Databases in Parallel and Distributed Systems, 2
International Symposium on Information Assurance and Security, 2
International Symposium on Information Processing in Sensor Networks, 2
International Symposium on Information Theory and Its Applications, 2
International Symposium on Logic Programming, 2
International Symposium on Medical Robotics, 2
International Symposium on Microarchitecture, 2
International Symposium on Physical Design, 2
International Symposium on Principles and Practice of Programming in Java, 2
International Symposium on Signal, 2
International Symposium on Systems Synthesis, 2
International Teletraffic Congress, 2
International Workshop on Accelerating Data Management Systems Using Modern Processor and Storage Architectures, 2
International Workshop on Annotation for Collaboration, 2
International Workshop on Automated Debugging, 2
International Workshop on Automation of Software Test, 2
International Workshop on Big Data and Information Security, 2
International Workshop on Cluster Computing, 2
International Workshop on Computational Transportation Science, 2
International Workshop on Computer Vision meets Databases, 2
International Workshop on Computing Education Research, 2
International Workshop on Consuming Linked Data, 2
International Workshop on Consuming Linked Data co-located with International Semantic Web Conference, 2
International Workshop on Data Integration over the Web, 2
International Workshop on Data Management on New Hardware, 2
International Workshop on Data Mining in Bioinformatics, 2
International Workshop on Database Programming Languages, 2
International Workshop on Declarative 3D for the Web Architecture, 2
International Workshop on Digital Engineering, 2
International Workshop on Exploiting Artificial Intelligence Techniques for Data Management, 2
International Workshop on Graph Search and Beyond, 2
International Workshop on Health Text Mining and Information Analysis, 2
International Workshop on High Performance Computing, 2
International Workshop on High-Level Programming Models and Supportive Environments, 2
International Workshop on Information Retrieval with Asian Languages, 2
International Workshop on Intelligent Solutions in Embedded Systems, 2
International Workshop on Knowledge Discovery in Multimedia and Complex Data, 2
International Workshop on Linked Science, 2
International Workshop on Location Based Social Networks, 2
International Workshop on Location and the Web, 2
International Workshop on Machine Learning, 2
International Workshop on Network on Chip Architectures, 2
International Workshop on Network-Aware Data Management, 2
International Workshop on OWL: Experiences and Directions, 2
International Workshop on Ontology Matching collocated with the International Semantic Web Conference, 2
International Workshop on Patent Mining and Its Applications, 2
International Workshop on Quality of Multimedia Experience, 2
International Workshop on Scalable Stream Processing System, 2
International Workshop on Semantic Evaluations, 2
International Workshop on Set Visualization and Reasoning co-located with International Conference on the Theory and Application of Diagrams, 2
International Workshop on Smart Ecosystems cReation by Visual dEsign co-located with the International Working Conference on Advanced Visual Interfaces, 2
International Workshop on Software Engineering and Middleware, 2
International Workshop on Software Engineering for High Performance Computing in Computational Science and Engineering, 2
International Workshop on Software Quality Assurance, 2
International Workshop on Software and Compilers for Embedded Systems, 2
International Workshop on Spoken Language Translation, 2
International Workshop on Statistical and Scientific Database Management, 2
International Workshop on System Level Interconnect Prediction, 2
International Workshop on Tree Adjoining Grammar and Related Formalisms, 2
International Workshop on Tree Adjoining Grammar and Related Frameworks, 2
International Workshop on Uncertainty Reasoning for the Semantic Web, 2
International Workshop on User Evaluation for Software Engineering Researchers, 2
International Workshop on Variability Modelling of Software-Intensive Systems, 2
International Workshop on Virtualization Technologies in Distributed Computing, 2
International Workshops on Parallel Processing, 2
International on High-Performance Computing, 2
Internet and Multimedia Systems and Applications, 2
Internet of Things. User-Centric IoT, 2
Internet of Vehicles. Technologies and Services for Smart Cities, 2
Intl IEEE Conferences on Ubiquitous Intelligence & Computing, 2
Intl. Workshop on Design and Management of Data Warehouses, 2
J. Cellular Automata, 2
J. Clinical Bioinformatics, 2
J. Complex Networks, 2
J. Enterprise Inf. Management, 2
J. Heuristics, 2
J. Imaging, 2
J. Instruction-Level Parallelism, 2
J. Internet Services and Applications, 2
J. Log. Algebr. Meth. Program., 2
J. Log. Comput., 2
J. Math. Model. Algorithms, 2
J. Mathematical Cryptology, 2
J. Strategic Inf. Sys., 2
JDFSL, 2
JITE, 2
JITR, 2
JOLIS, 2
JOOP, 2
Jahre Informatik an der Technischen Universität Braunschweig, 2
Japan-China Joint Workshop on Frontier of Computer Science and Technology, 2
Java Virtual Machine Research and Technology Symposium, 2
Joint  Pre-Conference Workshops of DeLFI and GMW co-located with e-Learning Conference of the German Computer Society, 2
Joint Conference of the European Society for Fuzzy Logic and Technology and the Rencontres Francophones sur la Logique Floue et ses Applications, 2
Joint International Conference on Measurements and Modeling of Computer Systems, 2
Joint International Conference on Soft Computing and Intelligent Systems, 2
Joint International Workshop on Parallel Data Storage and data Intensive Scalable Computing Systems, 2
Joint Symposium on Computational Aesthetics, 2
Joint WOSP/SIPEW International Conference on Performance Engineering, 2
Joint Workshop on Interfaces and Human Decision Making for Recommender Systems, 2
Joint Workshop on Interfaces and Human Decision Making for Recommender Systems co-located with ACM Conference on Recommender Systems, 2
Journal of Automata, 2
Journal of Chinese Language and Computing, 2
Journal of Functional and Logic Programming, 2
Journal of Systems Integration, 2
KDD Cup competition, 2
KDD-Cup competition, 2
KI Workshop on Visual and Spatial Cognition KIK, 2
KMIS -  International Conference on Knowledge Management and Information Sharing, 2
Key Competencies in the Knowledge Society, 2
Knowledge Discovery, 2
Knowledge Discovery in Databases: Papers from the AAAI Workshop, 2
Knowledge Engineering and Knowledge Management. Ontologies and the Semantic Web, 2
Knowledge Graph and Semantic Computing: Semantic, 2
Knowledge Management In Action, 2
Knowledge Representation for Health-Care, 2
Knowledge and Information Visualization, 2
Knowledge-Based Intelligent Electronic Systems, 2
Knowledge-Based and Intelligent Information & Engineering Systems:  International Conference KES-, 2
Künstliche Intelligenz, 2
"LOBJET", 2
LLVM Compiler Infrastructure in HPC, 2
LOG IN, 2
LOPLAS, 2
LWA - Lernen, 2
LWA - Workshop-Woche: Lernen, 2
LWA . Lernen, 2
Language Culture, 2
Language Engineering for Model-Driven Software Development, 2
Language Life, 2
Language and Automata Theory and Applications, 2
Latin American Web Congress, 2
Learning and Collaboration Technologies, 2
Learning and Collaboration Technologies. Novel Learning Ecosystems, 2
Learning and Intelligent Optimization, 2
Learning from the past & charting the future of the discipline. Americas Conference on Information Systems, 2
Linguistik und neue Medien [ Jahrestagung der GLDV, 2
Linked Data and Knowledge Graph, 2
Logic Programming and Nonmonotonic Reasoning, 2
Logical Foundations of Computer Science, 2
Logical Methods in Computer Science, 2
Logics for Emerging Applications of Databases [outcome of a Dagstuhl seminar], 2
MDDAUI, 2
Machine Intelligence, 2
Machine Learning for Health Care, 2
Machine Learning in Health Care, 2
Machine Learning: EMCL, 2
Machine Translation, 2
Machining Impossible Shapes, 2
Man-Machine Interactions 3, 2
Management of Multimedia Networks and Services, 2
Management of Multimedia on the Internet, 2
Mathematical Aspects of Computer and Information Sciences, 2
Mathematics and Computation in Music, 2
Media Architecture Biennale Conference, 2
Medical Computer Vision and Bayesian and Graphical Models for Biomedical Imaging, 2
Medical Data Analysis, 2
Mediterranean Conference on Information Systems, 2
Medizin und Information, 2
Medizinische Informatik, 2
Meeting on the Mathematics of Language, 2
Meta-Programming in Logic, 2
Methods for Modelling Software Systems, 2
MoMM - The  International Conference on Advances in Mobile Computing and Multimedia, 2
MoMM - The International Conference on Advances in Mobile Computing and Multimedia, 2
Mobile Agents for Telecommunication Applications, 2
Mobile Robotsand Telemanipulator and Telepresence Technologies, 2
Mobile and Ubiquitous Information Access, 2
Mobile and Wireless Communication Networks, 2
Mobile und Ubiquitäre Informationssysteme, 2
Model Driven Engineering Languages and Systems, 2
Model-Driven Engineering Languages and Systems, 2
Modeling and Using Context, 2
Modelling Foundations and Applications, 2
Models in Software Engineering, 2
Modern Trends in Cartography, 2
Molecular Imaging, 2
Multi-Version Program Analysis, 2
MultiClust Workshop: Discovering, 2
MultiMedia Modeling: Towards The Information Society Superhighway, 2
Multidisciplinary Research and Practice for Information Systems, 2
Multilingual Information Access for Text, 2
Multimedia Information Extraction, 2
Multiple-Valued Logic and Soft Computing, 2
NASA / DoD Conference on Evolvable Hardware, 2
NASA Formal Methods, 2
NBiS  International Conference on Network-Based Information Systems, 2
NCM  The  International Conference on Networked Computing and Advanced Information Management, 2
NCTA -  International Conference on Neural Computation Theory and Applications [part of the International Joint Conference on Computational Intelligence IJCCI ], 2
"NGITS  - The International Workshop on Next Generation Information Technologies and Systems", 2
NNSP  IEEEWorkshop on Neural Networks for Signal Processing, 2
NPC   IFIP International Conference on Network and Parallel Computing, 2
NTMS  International Conference on New Technologies, 2
NetMAHIB, 2
Network-Based Parallel Computing: Communication, 2
Networked Systems, 2
Networks for Grid Applications, 2
Neural Information Processing Systems, 2
Neuvièmes Journées Bases de Données Avancées, 2
New Advances in Information Systems and Technologies, 2
New Communication Services: A Challenge to Computer Technology, 2
New Developments in the Visualization and Processing of Tensor Fields, 2
New Directions in Rough Sets, 2
"New Zealand Computer Science Research Students Conference", 2
Next Generation Computer Animation Techniques, 2
Nineteenth International Symposium on Fault-Tolerant Computing, 2
Nineteenth International Symposium on Software Testing and Analysis, 2
Nineteenth Text REtrieval Conference, 2
Ninth ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems, 2
Ninth Annual ACM Symposium on Principles of Distributed Computing, 2
Ninth Annual Structure in Complexity Theory Conference, 2
Ninth IASTED International Conference on Internet and Multimedia Systems and Applications, 2
Ninth IEEE International Symposium on Multimedia, 2
Ninth International Conference on Information Quality, 2
Ninth International Conference on Intelligent Systems Design and Applications, 2
Ninth International Conference on Intelligent Systems for Molecular Biology, 2
Ninth International Conference on Parallel and Distributed Computing, 2
Ninth International Conference on Signal-Image Technology & Internet-Based Systems, 2
Ninth International Workshop on Image Analysis for Multimedia Interactive Services, 2
Ninth International Workshop on Natural Language Generation, 2
Ninth International Workshop on Research Issues on Data Engineering: Information Technology for Virtual Enterprises, 2
Ninth Symposium on Reliable Distributed Systems, 2
Ninth Workshop on Innovative Use of NLP for Building Educational Applications, 2
Nono Convegno Nazionale Sistemi Evoluti per Basi di Dati, 2
Nord. J. Comput., 2
Nordic Conference of Computational Linguistics, 2
Nostradamus, 2
Notre Dame Journal of Formal Logic, 2
Numerical Software with Result Verification, 2
OOIS International Conference on Object Oriented Information Systems, 2
OOPS Messenger, 2
OOPSLA Workshop on Eclipse Technology eXchange, 2
OWLED* Workshop on OWL: Experiences and Directions, 2
Object-Oriented Information Systems, 2
Object-Oriented and Mixed Programming Paradigms, 2
Odyssey, 2
On the Move to Meaningful Internet Systems: OTM Conferences, 2
Online Proceeding of the International Conference on Artificial Reality and Telexistence, 2
Onward!, 2
Open research Areas in Information Retrieval, 2
OpenMP in a New Era of Parallelism, 2
OpenMP in the Era of Low Power Devices and Accelerators, 2
Outdoor and Large-Scale Real-World Scene Analysis, 2
PARLE Parallel Architectures and Languages Europe, 2
PPOPP International Workshop on Programming Models and Applications for Multicores and Manycores, 2
Parallel Algorithms for Irregularly Structured Problems, 2
Parallel Computing: State-of-the-Art and Perspectives, 2
Parallel Computing: Trends and Applications, 2
Parcella, 2
Participatory Design Conference, 2
Pattern Recognition Applications and Methods, 2
Pattern Recognition in Information Systems, 2
Peer-to-Peer, 2
Performance Evaluation and Benchmarking, 2
Persistent Assistants: Living and Working with AI, 2
Persistent Object Systems, 2
Personal Wireless Communications, 2
Pervasive Computing Paradigms for Mental Health, 2
Phonetica, 2
Practice and Theory of Automated Timetabling, 2
Praxis, 2
Precision Agriculture Reloaded, 2
Privacy Technologies and Policy, 2
Probabilistic Graphical Models, 2
Proc. International Conference on Database Theory, 2
Proceeding of the  International Conference on 3D Web Technology, 2
Proceeding of the ACM  International Workshop on Complex Networks Meet Information & Knowledge Management, 2
Proceeding of the ACM  International Workshop on Privacy and Anonymity for Very Large Databases, 2
Proceeding of the Annual India Software Engineering Conference, 2
Proceedings Graphs as Models, 2
Proceedings IEEE INFOCOM Workshops, 2
Proceedings IEEE International Symposium on Computational Intelligence in Robotics and Automation CIRA, 2
Proceedings IEEE/RSJ International Conference on Intelligent Robots and Systems. Innovations in Theory, 2
Proceedings International Conference on Parallel and Distributed Systems, 2
Proceedings RIDE-DOM, 2
Proceedings:  Annual Structure in Complexity Theory Conference, 2
Procesamiento del Lenguaje Natural, 2
Product Lifecycle Management in the Era of Internet of Things, 2
Program, 2
Program Development for Extreme-Scale Computing, 2
Progress in Artificial Intelligence, 2
Progress in Location-Based Services, 2
Provenance and Annotation of Data, 2
Public Key Infrastructures, 2
Public-Key Cryptography, 2
QEST   International Conference on the Quantitative Evaluation of Systems, 2
Quality of Numerical Software, 2
Quality of Service in Heterogeneous Networks, 2
Quantum Interaction, 2
RE  IEEE International Requirements Engineering Conference, 2
REACTION, 2
Rainbow of Computer Science, 2
ReConFig: International Conference on Reconfigurable Computing and FPGAs, 2
Reasoning with Mental and External Diagrams: Computational Modeling and Spatial Assistance, 2
Recent Advances in AI Planning, 2
Recent Advances in Natural Language Processing, 2
Recent Advances in Temporal Databases, 2
Recent Trends and Future Technology in Applied Intelligence, 2
"Recherche dInformation Assistée par Ordinateur", 2
Recognizing Patterns in Signals, 2
Reconfigurable Computing: Architectures, 2
Reliable Computing, 2
Research in Adaptive and Convergent Systems, 2
Robot Intelligence Technology and Applications 4, 2
Rough Set and Knowledge Technology, 2
Rule-Based Modeling and Computing on the Semantic Web, 2
SDL, 2
SESPSDE: ACM SIGSOFT/SIGPLAN Software Engineering Symposium on Practical Software Development Environments, 2
SIGGRAPH Asia Emerging Technologies, 2
SIGIR  Annual International ACM SIGIR Conference on Research and Development in Information Retrieval. Seattle, 2
SIGMM workshop on Social media, 2
SIGPLAN Symposium on Compiler Construction, 2
SIGSIM Principles of Advanced Discrete Simulation, 2
SMARTGREENS, 2
SWDB, 2
Safe and Secure Software Reuse, 2
Satellite Events at the MoDELS Conference, 2
Scandinavian J. Inf. Systems, 2
Scientific Comp., 2
Security and Privacy Protection in Information Processing Systems, 2
Security and Privacy in the Age of Uncertainty, 2
Selected Areas in Cryptography, 2
Self-Organization and Autonomic Informatics, 2
Self-star Properties in Complex Information Systems, 2
Semantic Authoring and Annotation Workshop, 2
Semantic Issues in E-Commerce Systems, 2
Semantic Scientific Knowledge Integration, 2
Semantic Web Challenge co-located with ISWC + ASWC, 2
Semantic Web and Web Science, 2
Serious Games, 2
Seventeenth Annual ACM Symposium on Principles of Distributed Computing, 2
Seventeenth National Conference on Artificial Intelligence and Twelfth Conference on on Innovative Applications of Artificial Intelligence, 2
Seventeenth Text REtrieval Conference, 2
Shape Contour and Grouping in Computer Vision, 2
Sharing Data, 2
Sicherheit, 2
Signal Processing and Communication Application Conference, 2
Signal Processing and Multimedia, 2
Simulation and Synthesis in Medical Imaging, 2
Sistemi Evoluti per Basi di Dati, 2
Sixteenth ACM Annual Conference on Computer Science, 2
Sixteenth International Conference on Automated Planning and Scheduling, 2
Sixteenth Workshop on Algorithm Engineering and Experiments, 2
Smart CR, 2
Smart Objects and Technologies for Social Good, 2
Smart Sensing and Context, 2
Social Computing and Social Media. Applications and Analytics, 2
Social Implications of Wearable Computing and Augmediated Reality in Everyday Life: IEEE International Symposium on Technology and Society, 2
Social Information Processing, 2
Soft Computing Applications, 2
Software Business. From Physical Products to Software Services and Solutions, 2
Software Configuration Management, 2
Software Engineering Approaches for Offshore and Outsourced Development, 2
Software Engineering Education, 2
Software Engineering and Middleware, 2
Software Engineering for Parallel and Distributed Systems, 2
Software Engineering for Self-Adaptive Systems III. Assurances, 2
Software Engineering for Self-Adaptive Systems [outcome of a Dagstuhl Seminar], 2
Software Language Engineering, 2
Software Process Improvement, 2
Software Process Improvement and Capability Determination, 2
Software Technologies: Applications and Foundations, 2
Solving Large Scale Learning Tasks. Challenges and Algorithms, 2
Speech and Computer, 2
State-of-the-Art in Content-Based Image and Video Retrieval [Dagstuhl Seminar, 2
Statistical Language and Speech Processing, 2
Statistical Methods and Applications, 2
